ID,Name,Birth Year,Death Year,Country,Work,Instrumentation,Link
5240,"Diaz, Rafael",,,,"Reflexión No.1 sobre Pablo Sarasate (Diaz, Rafael)",2 guitars,https://imslp.org/wiki/Reflexi%C3%B3n_No.1_sobre_Pablo_Sarasate_(Diaz%2C_Rafael)
5241,"Diaz, Rafael",,,,"Reflexión No.2 sobre Pablo Sarasate (Diaz, Rafael)",guitar,https://imslp.org/wiki/Reflexi%C3%B3n_No.2_sobre_Pablo_Sarasate_(Diaz%2C_Rafael)
5242,"Diaz, Rafael",,,,"Reflexión sobre Dionisio Aguado (Diaz, Rafael)",guitar,https://imslp.org/wiki/Reflexi%C3%B3n_sobre_Dionisio_Aguado_(Diaz%2C_Rafael)
5243,"Diaz, Rafael",,,,"Reflexión sobre el Albaicín de Albéniz (Diaz, Rafael)","guitar, piano",https://imslp.org/wiki/Reflexi%C3%B3n_sobre_el_Albaic%C3%ADn_de_Alb%C3%A9niz_(Diaz%2C_Rafael)
5244,"Diaz, Rafael",,,,"Reflexión sobre la malagueña fácil de F. Tárrega (Diaz, Rafael)",2 Guitars,https://imslp.org/wiki/Reflexi%C3%B3n_sobre_la_malague%C3%B1a_f%C3%A1cil_de_F._T%C3%A1rrega_(Diaz%2C_Rafael)
5245,"Ruyneman, Daniël",1886,1963,,"Réflexions No.2 (Ruyneman, Daniël)","flute, viola, guitar",https://imslp.org/wiki/R%C3%A9flexions_No.2_(Ruyneman%2C_Dani%C3%ABl)
5246,"Alais, Juan",1844,1914,,"La regalona, Op.77 (Alais, Juan)",guitar,https://imslp.org/wiki/La_regalona%2C_Op.77_(Alais%2C_Juan)
5247,"Henze, Karl",1872,1946,,"Regrette (Henze, Karl)",guitar,https://imslp.org/wiki/Regrette_(Henze%2C_Karl)
5248,"Albano da Conceição, Levino",1883,1955,,"Rei da Boemia (Albano da Conceição, Levino)",guitar,https://imslp.org/wiki/Rei_da_Boemia_(Albano_da_Concei%C3%A7%C3%A3o%2C_Levino)
5249,"Ziegler, Ignaz",1914,1916,,"Reiche Beschäftigung (Ziegler, Ignaz)",Voice and Guitar,https://imslp.org/wiki/Reiche_Besch%C3%A4ftigung_(Ziegler%2C_Ignaz)
5250,"Newton, P. W.",,,,"Reina Galop (Newton, P. W.)",guitar,https://imslp.org/wiki/Reina_Galop_(Newton%2C_P._W.)
5251,"Silcher, Friedrich",1789,1860,,"Reiters Morgengesang (Silcher, Friedrich)",Voice and Guitar,https://imslp.org/wiki/Reiters_Morgengesang_(Silcher%2C_Friedrich)
5252,"Vincent IV, Teo",,,,"Release to the Flow (Vincent IV, Teo)","voice, guitar, piano (involves whistling)",https://imslp.org/wiki/Release_to_the_Flow_(Vincent_IV%2C_Teo)
5253,"Rocha, Davi",,,,"Relógio (Rocha, Davi)",guitar,https://imslp.org/wiki/Rel%C3%B3gio_(Rocha%2C_Davi)
5254,"Cano, Federico",1838,1904,,"El reloj de cuco (Cano, Federico)",guitar,https://imslp.org/wiki/El_reloj_de_cuco_(Cano%2C_Federico)
5255,"Newton, P. W.",,,,"Remembrance (Newton, P. W.)",2 guitars,https://imslp.org/wiki/Remembrance_(Newton%2C_P._W.)
5256,"Malancioiu, Gabriel",,,,"Reminiscences (Malancioiu, Gabriel)",guitar,https://imslp.org/wiki/Reminiscences_(Malancioiu%2C_Gabriel)
5257,"Parga, Juan",1843,1899,,"Reminiscencias Arabes, Op.13 (Parga, Juan)",guitar,https://imslp.org/wiki/Reminiscencias_Arabes%2C_Op.13_(Parga%2C_Juan)
5258,"Albano da Conceição, Levino",1883,1955,,"Reminiscências Baianas (Albano da Conceição, Levino)",guitar,https://imslp.org/wiki/Reminisc%C3%AAncias_Baianas_(Albano_da_Concei%C3%A7%C3%A3o%2C_Levino)
5259,"Sagreras, Julio Salvador",1879,1942,,"Reminiscencias, Op.36 (Sagreras, Julio Salvador)",Guitar,https://imslp.org/wiki/Reminiscencias%2C_Op.36_(Sagreras%2C_Julio_Salvador)
5260,"Gentili, Lisanella",,,,"Reminiscenze (Gentili, Lisanella)",guitar,https://imslp.org/wiki/Reminiscenze_(Gentili%2C_Lisanella)
5261,"Kargel, Sixt",1540,1594,,"Renovata Cythara (Kargel, Sixt)",4-course guitar/cittern,https://imslp.org/wiki/Renovata_Cythara_(Kargel%2C_Sixt)
5262,"Aguado, Dionisio",1784,1849,,"Repertoire de l'amateur (Aguado, Dionisio)",guitar,https://imslp.org/wiki/Repertoire_de_l'amateur_(Aguado%2C_Dionisio)
5263,"Küffner, Joseph",1776,1856,,"Répertoire de nouvelles Danses (Küffner, Joseph)",flute; violin; clarinet; guitar (each of this series is written for four instruments separately),https://imslp.org/wiki/R%C3%A9pertoire_de_nouvelles_Danses_(K%C3%BCffner%2C_Joseph)
5264,"Küffner, Joseph",1776,1856,,"Repertoire der Rheinlander (Küffner, Joseph)",guitar,https://imslp.org/wiki/Repertoire_der_Rheinlander_(K%C3%BCffner%2C_Joseph)
5265,"Carulli, Ferdinando",1770,1841,,"Repertoire des Commençans No.4, Op.176 (Carulli, Ferdinando)","violin, guitar",https://imslp.org/wiki/Repertoire_des_Commen%C3%A7ans_No.4%2C_Op.176_(Carulli%2C_Ferdinando)
5266,"Carulli, Ferdinando",1770,1841,,"Repertoire des Commençans No.5, Op.177 (Carulli, Ferdinando)","violin, guitar",https://imslp.org/wiki/Repertoire_des_Commen%C3%A7ans_No.5%2C_Op.177_(Carulli%2C_Ferdinando)
5267,"Carulli, Ferdinando",1770,1841,,"Repertoire des Commençans No.6, Op.178 (Carulli, Ferdinando)","violin, guitar",https://imslp.org/wiki/Repertoire_des_Commen%C3%A7ans_No.6%2C_Op.178_(Carulli%2C_Ferdinando)
5268,"Carulli, Ferdinando",1770,1841,,"Repertoire des commençans No.9, Op.181 (Carulli, Ferdinando)",2 guitars,https://imslp.org/wiki/Repertoire_des_commen%C3%A7ans_No.9%2C_Op.181_(Carulli%2C_Ferdinando)
5269,"Carulli, Ferdinando",1770,1841,,"Le répertoire des élèves, Op.124 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/Le_r%C3%A9pertoire_des_%C3%A9l%C3%A8ves%2C_Op.124_(Carulli%2C_Ferdinando)
5270,"Bayer, Eduard",1822,1908,,"Le repertoire du guitarriste (Bayer, Eduard)",guitar,https://imslp.org/wiki/Le_repertoire_du_guitarriste_(Bayer%2C_Eduard)
5271,"Dorn, Charles James",1839,1909,,"Repose (Dorn, Charles James)",guitar,https://imslp.org/wiki/Repose_(Dorn%2C_Charles_James)
5272,"Rusanov, Valerian",1866,1918,,"Reproach (Rusanov, Valerian)",guitar,https://imslp.org/wiki/Reproach_(Rusanov%2C_Valerian)
5273,"Klinger, Ivan",1815,1897,,"Réproche et Justification, Op.3 (Klinger, Ivan)",guitar,https://imslp.org/wiki/R%C3%A9proche_et_Justification%2C_Op.3_(Klinger%2C_Ivan)
5274,"León Egea, Ramón",,,,"Requiem, Op.65 (León Egea, Ramón)",guitar; 10 string guitar,https://imslp.org/wiki/Requiem%2C_Op.65_(Le%C3%B3n_Egea%2C_Ram%C3%B3n)
5275,"Ferrer, José",1835,1916,,"Résignation, Op.28 (Ferrer, José)",guitar,https://imslp.org/wiki/R%C3%A9signation%2C_Op.28_(Ferrer%2C_Jos%C3%A9)
5276,"Llobet, Miguel",1878,1938,,"Respuesta (Llobet, Miguel)",guitar,https://imslp.org/wiki/Respuesta_(Llobet%2C_Miguel)
5277,"Murcia, Santiago de",1673,1739,,"Resumen de acompañar la parte con la guitarra (Murcia, Santiago de)",5-course baroque guitar,https://imslp.org/wiki/Resumen_de_acompa%C3%B1ar_la_parte_con_la_guitarra_(Murcia%2C_Santiago_de)
5278,"Eulenstein, Charles",1802,1890,,"Le Retour de l'Allemagne (Eulenstein, Charles)",guitar,https://imslp.org/wiki/Le_Retour_de_l'Allemagne_(Eulenstein%2C_Charles)
5279,"Bosch, Jacques",1825,1895,,"Retraite Espagnole, Op.16 (Bosch, Jacques)",Guitar,https://imslp.org/wiki/Retraite_Espagnole%2C_Op.16_(Bosch%2C_Jacques)
5280,"Marescot, Charles de",1807,1839,,"La retraite française et 3 airs variés, Op.9 (Marescot, Charles de)",guitar,https://imslp.org/wiki/La_retraite_fran%C3%A7aise_et_3_airs_vari%C3%A9s%2C_Op.9_(Marescot%2C_Charles_de)
5281,"Marescot, Charles de",1807,1839,,"La Retraite Française et 3 Airs Variés, Op.9 (Marescot, Charles de)",guitar,https://imslp.org/wiki/La_Retraite_Fran%C3%A7aise_et_3_Airs_Vari%C3%A9s%2C_Op.9_(Marescot%2C_Charles_de)
5282,"Aubéry du Boulley, Prudent Louis",1796,1870,,"La Retraite Française, Op.34 (Aubéry du Boulley, Prudent Louis)",guitar,https://imslp.org/wiki/La_Retraite_Fran%C3%A7aise%2C_Op.34_(Aub%C3%A9ry_du_Boulley%2C_Prudent_Louis)
5283,"Visser, Dick",1926,2012,,"Retrato (Visser, Dick)",3 guitars,https://imslp.org/wiki/Retrato_(Visser%2C_Dick)
5284,"Damas, Tomás",1825,1890,,"La retrechera y La sensible (Damas, Tomás)",guitar,https://imslp.org/wiki/La_retrechera_y_La_sensible_(Damas%2C_Tom%C3%A1s)
5285,"Visser, Dick",1926,2012,,"Retrospection (Visser, Dick)",guitar,https://imslp.org/wiki/Retrospection_(Visser%2C_Dick)
5286,"Chenet, Alfred",,,,"Rêve de la Cigale (Chenet, Alfred)",2 guitars,https://imslp.org/wiki/R%C3%AAve_de_la_Cigale_(Chenet%2C_Alfred)
5287,"Ferrer, José",1835,1916,,"Rêve du Poëte, Op.43 (Ferrer, José)",guitar,https://imslp.org/wiki/R%C3%AAve_du_Po%C3%ABte%2C_Op.43_(Ferrer%2C_Jos%C3%A9)
5288,"Sauter, Louis",,,,"Rêve harmonique (Sauter, Louis)",guitar,https://imslp.org/wiki/R%C3%AAve_harmonique_(Sauter%2C_Louis)
5289,"Foden, William",1860,1947,,"La Reve (Foden, William)",guitar,https://imslp.org/wiki/La_Reve_(Foden%2C_William)
5290,"Klinger, Ivan",1815,1897,,"Le Rêve, Op.1 (Klinger, Ivan)",guitar,https://imslp.org/wiki/Le_R%C3%AAve%2C_Op.1_(Klinger%2C_Ivan)
5291,"Mozzani, Luigi",1869,1943,,"Révérence (Mozzani, Luigi)",guitar,https://imslp.org/wiki/R%C3%A9v%C3%A9rence_(Mozzani%2C_Luigi)
5292,"Regondi, Giulio",1822,1872,,"Reverie - Nocturne, Op.19 (Regondi, Giulio)",guitar,https://imslp.org/wiki/Reverie_-_Nocturne%2C_Op.19_(Regondi%2C_Giulio)
5293,"Cottin, Alfred",1863,1923,,"Rêverie-valse (Cottin, Alfred)",guitar,https://imslp.org/wiki/R%C3%AAverie-valse_(Cottin%2C_Alfred)
5294,"Aleksandrov, Nikolay",1818,1884,,"2 Réveries (Aleksandrov, Nikolay)",7-string guitar,https://imslp.org/wiki/2_R%C3%A9veries_(Aleksandrov%2C_Nikolay)
5295,"Hayden, C. V.",1867,1950,,"Reverie (Hayden, C. V.)",guitar,https://imslp.org/wiki/Reverie_(Hayden%2C_C._V.)
5296,"Mertz, Johann Kaspar",1806,1856,,"Ricoletto, Op.63 (Mertz, Johann Kaspar)",guitar,https://imslp.org/wiki/Ricoletto%2C_Op.63_(Mertz%2C_Johann_Kaspar)
5297,"Sartori, Giacomo",1860,1946,,"Ricordi di carnovale (Sartori, Giacomo)","mandolin quartet: mandolins 1 and 2, mandola, guitar",https://imslp.org/wiki/Ricordi_di_carnovale_(Sartori%2C_Giacomo)
5298,"Biagi, Manlio",1896,1942,,"Ricordi di Napoli, Op.15 (Biagi, Manlio)",guitar,https://imslp.org/wiki/Ricordi_di_Napoli%2C_Op.15_(Biagi%2C_Manlio)
5299,"Denza, Luigi",1846,1922,,"Ricordo di Quisisana (Denza, Luigi)","voice, mixed chorus, mandolin, guitar",https://imslp.org/wiki/Ricordo_di_Quisisana_(Denza%2C_Luigi)
5300,"Sancho, José Ramon",1860,1924,,"Ricordo (Sancho, José Ramon)",2 guitars,https://imslp.org/wiki/Ricordo_(Sancho%2C_Jos%C3%A9_Ramon)
5301,"Le Cocq, François",1660,1729,,"Rigodon, f.16 I (Le Cocq, François)",5-course baroque guitar,https://imslp.org/wiki/Rigodon%2C_f.16_I_(Le_Cocq%2C_Fran%C3%A7ois)
5302,"Le Cocq, François",1660,1729,,"Rigodon, f.52 (Le Cocq, François)",5-course baroque guitar,https://imslp.org/wiki/Rigodon%2C_f.52_(Le_Cocq%2C_Fran%C3%A7ois)
5303,"Arcas, Julián",1832,1882,,"Rigoletto (Arcas, Julián)",2 guitars,https://imslp.org/wiki/Rigoletto_(Arcas%2C_Juli%C3%A1n)
5304,"Sagreras, Julio Salvador",1879,1942,,"Rimas, Op.30 (Sagreras, Julio Salvador)",Guitar,https://imslp.org/wiki/Rimas%2C_Op.30_(Sagreras%2C_Julio_Salvador)
5305,"Mertz, Johann Kaspar",1806,1856,,"La Rimembranza (Mertz, Johann Kaspar)",guitar,https://imslp.org/wiki/La_Rimembranza_(Mertz%2C_Johann_Kaspar)
5306,"Sychra, Andrei",1773,1850,,"Ringlet (Sychra, Andrei)",guitar,https://imslp.org/wiki/Ringlet_(Sychra%2C_Andrei)
5307,"Alink, Bert",,,,"Rippling Creek (Alink, Bert)",guitar,https://imslp.org/wiki/Rippling_Creek_(Alink%2C_Bert)
5308,"Malancioiu, Gabriel",,,,"Ritambhara (Malancioiu, Gabriel)",2 guitars,https://imslp.org/wiki/Ritambhara_(Malancioiu%2C_Gabriel)
5309,"Simpson, Daniel Léo",,,,"Rite of Blessing (Simpson, Daniel Léo)","vocal, acoustic guitar, bass guitar, drums, piano",https://imslp.org/wiki/Rite_of_Blessing_(Simpson%2C_Daniel_L%C3%A9o)
5310,"Büttinger, Carl Conrad",1788,1832,,"Der ritterliche Sänger (Büttinger, Carl Conrad)","voice, guitar",https://imslp.org/wiki/Der_ritterliche_S%C3%A4nger_(B%C3%BCttinger%2C_Carl_Conrad)
5311,"Duff, Gordon",,,,"The River (Duff, Gordon)",guitar,https://imslp.org/wiki/The_River_(Duff%2C_Gordon)
5312,"Agnew, Joseph Erskine",1868,1949,,"Riverside Waltz (Agnew, Joseph Erskine)",guitar,https://imslp.org/wiki/Riverside_Waltz_(Agnew%2C_Joseph_Erskine)
5313,"Fried, Joseph Nicholas",,,,"The Road Called Life (Fried, Joseph Nicholas)","baritone, guitar",https://imslp.org/wiki/The_Road_Called_Life_(Fried%2C_Joseph_Nicholas)
5314,"Duff, Gordon",,,,"The Robins Return (Duff, Gordon)",Guitar: solo,https://imslp.org/wiki/The_Robins_Return_(Duff%2C_Gordon)
5315,"León Egea, Ramón",,,,"Rock Progression in G with Percussions, Op.106 (León Egea, Ramón)","guitar, percussion",https://imslp.org/wiki/Rock_Progression_in_G_with_Percussions%2C_Op.106_(Le%C3%B3n_Egea%2C_Ram%C3%B3n)
5316,"Roithner, German",1811,1870,,"Roithner Tanz (Roithner, German)","2 Violins, Guitar",https://imslp.org/wiki/Roithner_Tanz_(Roithner%2C_German)
5317,"León Egea, Ramón",,,,"Romance anónimo trémolo, Op.113 (León Egea, Ramón)",guitar,https://imslp.org/wiki/Romance_an%C3%B3nimo_tr%C3%A9molo%2C_Op.113_(Le%C3%B3n_Egea%2C_Ram%C3%B3n)
5318,"Chakravorty, Kingshuk",,,,"Romance for Flute and Guitar (Chakravorty, Kingshuk)","flute, guitar",https://imslp.org/wiki/Romance_for_Flute_and_Guitar_(Chakravorty%2C_Kingshuk)
5319,"Chakravorty, Kingshuk",,,,"Romance for Oboe and Guitar (Chakravorty, Kingshuk)","oboe, guitar",https://imslp.org/wiki/Romance_for_Oboe_and_Guitar_(Chakravorty%2C_Kingshuk)
5320,"Chakravorty, Kingshuk",,,,"Romance in A major, Op.9 (Chakravorty, Kingshuk)",guitar,https://imslp.org/wiki/Romance_in_A_major%2C_Op.9_(Chakravorty%2C_Kingshuk)
5321,"Vaitzman, Or",,,,"Romance in E minor, V.9 (Vaitzman, Or)","guitar, piano",https://imslp.org/wiki/Romance_in_E_minor%2C_V.9_(Vaitzman%2C_Or)
5322,"Hayden, C. V.",1867,1950,,"Romance of Venice (Hayden, C. V.)",guitar,https://imslp.org/wiki/Romance_of_Venice_(Hayden%2C_C._V.)
5323,"Huerta, Francisco Trinidad",1800,1879,,"Romance on a Scotch Air with Variations (Huerta, Francisco Trinidad)",guitar,https://imslp.org/wiki/Romance_on_a_Scotch_Air_with_Variations_(Huerta%2C_Francisco_Trinidad)
5324,"Scheidler, Christian Gottlieb",1747,1829,,"Romance pour Guitare (Scheidler, Christian Gottlieb)",guitar,https://imslp.org/wiki/Romance_pour_Guitare_(Scheidler%2C_Christian_Gottlieb)
5325,"Castillo, David del",1862,1928,,"Romance Sans Paroles (Castillo, David del)",guitar,https://imslp.org/wiki/Romance_Sans_Paroles_(Castillo%2C_David_del)
5326,"Cottin, Alfred",1863,1923,,"Romance sans paroles (Cottin, Alfred)",guitar,https://imslp.org/wiki/Romance_sans_paroles_(Cottin%2C_Alfred)
5327,"Zurfluh, Auguste",1870,1941,,"Romance sans paroles (Zurfluh, Auguste)",guitar,https://imslp.org/wiki/Romance_sans_paroles_(Zurfluh%2C_Auguste)
5328,"León Egea, Ramón",,,,"Romance Tapping, Op.112 (León Egea, Ramón)",guitar,https://imslp.org/wiki/Romance_Tapping%2C_Op.112_(Le%C3%B3n_Egea%2C_Ram%C3%B3n)
5329,"Sarenko, Vasily",1814,1881,,"Romance without Words (Sarenko, Vasily)",guitar,https://imslp.org/wiki/Romance_without_Words_(Sarenko%2C_Vasily)
5330,"Vetrov, Aleksandr",1812,1877,,"Romance Without Words (Vetrov, Aleksandr)",guitar,https://imslp.org/wiki/Romance_Without_Words_(Vetrov%2C_Aleksandr)
5331,"Weyse, Christoph Ernst Friedrich",1774,1842,,"Romancer og sange (Weyse, Christoph Ernst Friedrich)","voice, piano; voice, chorus, piano; voice, guitar; voice, chorus, guitar, piano",https://imslp.org/wiki/Romancer_og_sange_(Weyse%2C_Christoph_Ernst_Friedrich)
5332,"Doisy, Charles",,,,"6 Romances avec accompagnement de guitare (Doisy, Charles)","voice, guitar",https://imslp.org/wiki/6_Romances_avec_accompagnement_de_guitare_(Doisy%2C_Charles)
5333,"Carulli, Ferdinando",1770,1841,,"12 Romances for 2 Guitars (Carulli, Ferdinando)",2 guitars,https://imslp.org/wiki/12_Romances_for_2_Guitars_(Carulli%2C_Ferdinando)
5334,"Kuhlau, Friedrich",1786,1832,,"2 Romances from Hugh von Reinberg, WoO 128 (Kuhlau, Friedrich)","voice, piano (or guitar)",https://imslp.org/wiki/2_Romances_from_Hugh_von_Reinberg%2C_WoO_128_(Kuhlau%2C_Friedrich)
5335,"Gantier, Albertine",1787,1819,,"3 Romances (Gantier, Albertine)","voice, guitar",https://imslp.org/wiki/3_Romances_(Gantier%2C_Albertine)
5336,"Giuliani, Mauro",1781,1829,,"4 Romances (Giuliani, Mauro)","voice, guitar, piano",https://imslp.org/wiki/4_Romances_(Giuliani%2C_Mauro)
5337,"Giuliani, Mauro",1781,1829,,"3 Romances, Op.13 (Giuliani, Mauro)","voice, guitar",https://imslp.org/wiki/3_Romances%2C_Op.13_(Giuliani%2C_Mauro)
5338,"Giuliani, Mauro",1781,1829,,"3 Romances, Op.22 (Giuliani, Mauro)","voice, guitar (or piano, or harp)",https://imslp.org/wiki/3_Romances%2C_Op.22_(Giuliani%2C_Mauro)
5339,"Dikker, Loek",,,,"Romance (Dikker, Loek)",2 guitars,https://imslp.org/wiki/Romance_(Dikker%2C_Loek)
5340,"Frey, E. H.",1862,1932,,"Romance (Frey, E. H.)",guitar,https://imslp.org/wiki/Romance_(Frey%2C_E._H.)
5341,"Mozzani, Luigi",1869,1943,,"Romance (Mozzani, Luigi)",Guitar,https://imslp.org/wiki/Romance_(Mozzani%2C_Luigi)
5342,"Mudarra, Alonso",1510,1580,,"Romanesca No.2 (Mudarra, Alonso)",guitar (originally for four-course renaissance guitar),https://imslp.org/wiki/Romanesca_No.2_(Mudarra%2C_Alonso)
5343,"Coste, Napoléon",1805,1883,,"La romanesca, Op.19b (Coste, Napoléon)",guitar,https://imslp.org/wiki/La_romanesca%2C_Op.19b_(Coste%2C_Napol%C3%A9on)
5344,"Calvi, Carlo",,,,"Romanesca (Calvi, Carlo)",5-course baroque guitar,https://imslp.org/wiki/Romanesca_(Calvi%2C_Carlo)
5345,"Gedan, Jörg",,,,"Romantic Guitar Sonata (Gedan, Jörg)",guitar,https://imslp.org/wiki/Romantic_Guitar_Sonata_(Gedan%2C_J%C3%B6rg)
5346,"Mertz, Johann Kaspar",1806,1856,,"Le Romantique (Mertz, Johann Kaspar)",guitar,https://imslp.org/wiki/Le_Romantique_(Mertz%2C_Johann_Kaspar)
5347,"Munier, Carlo",1859,1911,,"Romanza appassionata, Op.120 (Munier, Carlo)","mandolin, guitar",https://imslp.org/wiki/Romanza_appassionata%2C_Op.120_(Munier%2C_Carlo)
5348,"Barrios Mangoré, Agustín",1885,1944,,"Romanza en Imitación al Violoncello (Barrios Mangoré, Agustín)",guitar,https://imslp.org/wiki/Romanza_en_Imitaci%C3%B3n_al_Violoncello_(Barrios_Mangor%C3%A9%2C_Agust%C3%ADn)
5349,"Manjón, Antonio Jimenez",1866,1919,,"Romanza No.3 (Manjón, Antonio Jimenez)",guitar,https://imslp.org/wiki/Romanza_No.3_(Manj%C3%B3n%2C_Antonio_Jimenez)
5350,"Fortea, Daniel",1878,1953,,"Romanza, Op.7 (Fortea, Daniel)",2 guitars,https://imslp.org/wiki/Romanza%2C_Op.7_(Fortea%2C_Daniel)
5351,"Munier, Carlo",1859,1911,,"Romanza, Op.142 (Munier, Carlo)",guitar,https://imslp.org/wiki/Romanza%2C_Op.142_(Munier%2C_Carlo)
5352,"Munier, Carlo",1859,1911,,"Romanza, Op.250 (Munier, Carlo)","2 mandolins, mandola, mandoloncello, guitar (or mandolin), piano (see below, Comments, for combinations)",https://imslp.org/wiki/Romanza%2C_Op.250_(Munier%2C_Carlo)
5353,Anonymous,,,,Romanza (Anonymous),guitar,https://imslp.org/wiki/Romanza_(Anonymous)
5354,"Llobet, Miguel",1878,1938,,"Romanza (Llobet, Miguel)",guitar,https://imslp.org/wiki/Romanza_(Llobet%2C_Miguel)
5355,"Weber, Carl Maria von",1786,1826,,"Romanze, J.195 (Weber, Carl Maria von)","voice, guitar",https://imslp.org/wiki/Romanze%2C_J.195_(Weber%2C_Carl_Maria_von)
5356,"Munier, Carlo",1859,1911,,"Romanzetta, Op.58 (Munier, Carlo)","mandolin, guitar or piano",https://imslp.org/wiki/Romanzetta%2C_Op.58_(Munier%2C_Carlo)
5357,"Soria, Luis de",1851,1935,,"Ronda Nocturna (Soria, Luis de)",guitar,https://imslp.org/wiki/Ronda_Nocturna_(Soria%2C_Luis_de)
5358,"Cottin, Alfred",1863,1923,,"Ronde d'archers (Cottin, Alfred)",guitar,https://imslp.org/wiki/Ronde_d'archers_(Cottin%2C_Alfred)
5359,"Coste, Napoléon",1805,1883,,"La Ronde de Mai, Op.42 (Coste, Napoléon)",guitar,https://imslp.org/wiki/La_Ronde_de_Mai%2C_Op.42_(Coste%2C_Napol%C3%A9on)
5360,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"Ronde du Solitaire, Op.87 (Gatayes, Guillaume-Pierre-Antoine)","violin, guitar",https://imslp.org/wiki/Ronde_du_Solitaire%2C_Op.87_(Gatayes%2C_Guillaume-Pierre-Antoine)
5361,"Zurfluh, Auguste",1870,1941,,"Ronde Joyeuse, Op.134 (Zurfluh, Auguste)",guitar,https://imslp.org/wiki/Ronde_Joyeuse%2C_Op.134_(Zurfluh%2C_Auguste)
5362,"Downes, R. L.",,,,"Rondeau a la militaire (Downes, R. L.)",guitar,https://imslp.org/wiki/Rondeau_a_la_militaire_(Downes%2C_R._L.)
5363,"Carulli, Ferdinando",1770,1841,,"Rondeau avec Introduction pour 2 Guitarres, Op.290 (Carulli, Ferdinando)",2 guitars,https://imslp.org/wiki/Rondeau_avec_Introduction_pour_2_Guitarres%2C_Op.290_(Carulli%2C_Ferdinando)
5364,"Jeckl, Joseph",1822,1826,,"Rondeau brillant, Op.25 (Jeckl, Joseph)","violin, guitar",https://imslp.org/wiki/Rondeau_brillant%2C_Op.25_(Jeckl%2C_Joseph)
5365,"Coste, Napoléon",1805,1883,,"Rondeau de concert, Op.12 (Coste, Napoléon)",guitar,https://imslp.org/wiki/Rondeau_de_concert%2C_Op.12_(Coste%2C_Napol%C3%A9on)
5366,"Barco, Antonie de Barco",1825,1830,,"Rondeau for 2 Guitars, Op.1 (Barco, Antonie de Barco)",2 guitars,https://imslp.org/wiki/Rondeau_for_2_Guitars%2C_Op.1_(Barco%2C_Antonie_de_Barco)
5367,"Pfeifer, Franz",1816,1830,,"Rondeau Hongrois, Op.22 (Pfeifer, Franz)",guitar,https://imslp.org/wiki/Rondeau_Hongrois%2C_Op.22_(Pfeifer%2C_Franz)
5368,"Visée, Robert de",1652,1730,,"Rondeau in A major, R 10.06 (Visée, Robert de)",baroque guitar,https://imslp.org/wiki/Rondeau_in_A_major%2C_R_10.06_(Vis%C3%A9e%2C_Robert_de)
5369,"Campion, François",1685,1747,,"Rondeau in G minor (Campion, François)",baroque guitar,https://imslp.org/wiki/Rondeau_in_G_minor_(Campion%2C_Fran%C3%A7ois)
5370,"Steinfels, Adolph",1821,1846,,"Rondeau No.1, Op.12 (Steinfels, Adolph)",2 guitars,https://imslp.org/wiki/Rondeau_No.1%2C_Op.12_(Steinfels%2C_Adolph)
5371,"Carulli, Ferdinando",1770,1841,,"Rondeau pour 2 Guitares, Op.302 (Carulli, Ferdinando)",2 guitars,https://imslp.org/wiki/Rondeau_pour_2_Guitares%2C_Op.302_(Carulli%2C_Ferdinando)
5372,"Legnani, Luigi",1790,1877,,"Rondeau pour la Guitarre (Legnani, Luigi)",guitar,https://imslp.org/wiki/Rondeau_pour_la_Guitarre_(Legnani%2C_Luigi)
5373,"Molino, Francesco",1775,1847,,"3 Rondeaux brillants d'une exécution facile, Op.28 (Molino, Francesco)",guitar,https://imslp.org/wiki/3_Rondeaux_brillants_d'une_ex%C3%A9cution_facile%2C_Op.28_(Molino%2C_Francesco)
5374,"Carulli, Ferdinando",1770,1841,,"3 Rondeaux de différents caractères, Op.63 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/3_Rondeaux_de_diff%C3%A9rents_caract%C3%A8res%2C_Op.63_(Carulli%2C_Ferdinando)
5375,"Marescot, Charles de",1807,1839,,"2 Rondeaux et 1 Sonate concertante, Op.5 (Marescot, Charles de)",guitar,https://imslp.org/wiki/2_Rondeaux_et_1_Sonate_concertante%2C_Op.5_(Marescot%2C_Charles_de)
5376,"Carulli, Ferdinando",1770,1841,,"3 Rondeaux pour la Guitare, Op.172 (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/3_Rondeaux_pour_la_Guitare%2C_Op.172_(Carulli%2C_Ferdinando)
